af2_json_path,pdb_path,mean_plddt,rmsd_to_input,mean_pae_intra_chain,mean_pae,pTMscore,af2_convergence_tol,af2_elapsed_folding_time
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_10_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_10_model_4_ptm_seed_0_unrelaxed.pdb,56.63340377807617,16.80419158935547,18.93869400024414,18.97441864013672,0.39837634563446045,0.5255402326583862,37.322147369384766
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_1_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_1_model_4_ptm_seed_0_unrelaxed.pdb,62.32975387573242,15.99496841430664,15.481919288635254,15.520866394042969,0.5046476125717163,0.327429860830307,36.968231201171875
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_5_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_5_model_4_ptm_seed_0_unrelaxed.pdb,87.00006103515625,2.6417856216430664,5.447615623474121,5.479612350463867,0.8382129669189453,0.13992643356323242,37.06310844421387
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_7_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_7_model_4_ptm_seed_0_unrelaxed.pdb,62.31486892700195,17.297513961791992,17.153593063354492,17.192161560058594,0.49169862270355225,0.2869892418384552,36.840922832489014
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_2_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_2_model_4_ptm_seed_0_unrelaxed.pdb,68.11201477050781,4.659257888793945,12.480545043945312,12.499456405639648,0.5758408308029175,9.969154357910156,36.984198331832886
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_8_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_8_model_4_ptm_seed_0_unrelaxed.pdb,66.1868896484375,17.21898651123047,16.789777755737305,16.81285858154297,0.46762576699256897,1.3360458612442017,37.018465995788574
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_6_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_6_model_4_ptm_seed_0_unrelaxed.pdb,63.450191497802734,17.710285186767578,16.26921272277832,16.318647384643555,0.5052551627159119,0.3900330662727356,37.05899357795715
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_9_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_9_model_4_ptm_seed_0_unrelaxed.pdb,58.735023498535156,19.032228469848633,18.921058654785156,18.942995071411133,0.39850640296936035,0.42989665269851685,37.01606822013855
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_3_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_3_model_4_ptm_seed_0_unrelaxed.pdb,58.9821891784668,21.7347412109375,19.774978637695312,19.794240951538086,0.33397015929222107,0.5651033520698547,37.461981534957886
./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_4_model_4_ptm_seed_0_prediction_results.json,./output/af2_out/predesigned_RFD2/zn_hydrolase_PSZ_H_H_H_1_63_0_2-atomized-bb-False_0_4_model_4_ptm_seed_0_unrelaxed.pdb,45.8148078918457,17.08601951599121,22.3388729095459,22.35626220703125,0.26689228415489197,4.480842113494873,37.052985191345215
