N      ['d7', 'd8', 'd17', 'd77']        Energy            Comment
6173	[-35.0, 118.0, 63.0, -176.0]		Rejected due to clashes.
6174	[178.0, -175.0, 106.0, 175.0]		Rejected due to clashes.
6175	[-161.0, 111.0, -18.0, 67.0]	-140.630802807914	Rejected due to high energy.
6176	[17.0, 95.0, 75.0, 69.0]		Rejected due to clashes.
6177	[73.0, 104.0, 17.0, 123.0]		Rejected due to clashes.
6178	[-56.0, -29.0, 76.0, 25.0]		Rejected due to clashes.
6179	[-30.0, 81.0, -100.0, 31.0]		Rejected due to clashes.
6180	[136.0, -73.0, 75.0, -51.0]	-140.784787273475
6181	[131.0, 80.0, 59.0, 5.0]	-140.774073800623	Rejected due to high energy.
6182	[150.0, -137.0, 97.0, -55.0]	-140.74269977986	Rejected due to high energy.
6183	[-150.0, 169.0, -18.0, 78.0]		Rejected due to clashes.
6184	[104.0, 94.0, 97.0, -44.0]	-140.69945612273	Rejected due to high energy.
6185	[24.0, -96.0, -77.0, -75.0]		Rejected due to clashes.
6186	[-168.0, 27.0, -95.0, -87.0]		Rejected due to clashes.
6187	[13.0, -174.0, 130.0, -82.0]		Rejected due to clashes.
6188	[-160.0, 101.0, -33.0, -177.0]		Rejected due to clashes.
6189	[164.0, -8.0, -140.0, -100.0]	-140.387743231947	Rejected due to high energy.
6190	[103.0, 26.0, -153.0, -128.0]	-140.468204551103	Rejected due to high energy.
6191	[-171.0, 41.0, 153.0, -84.0]		Rejected due to clashes.
6192	[-7.0, -57.0, -42.0, 98.0]		Rejected due to clashes.
6193	[-98.0, -175.0, -154.0, 156.0]		Rejected due to clashes.
6194	[-84.0, 106.0, -24.0, 79.0]		Rejected due to clashes.
6195	[-94.0, 142.0, -156.0, 79.0]		Rejected due to clashes.
6196	[24.0, -144.0, 72.0, -17.0]		Rejected due to clashes.
6197	[-170.0, -80.0, -46.0, 15.0]		Rejected due to clashes.
6198	[-33.0, -15.0, -132.0, -46.0]		Rejected due to clashes.
6199	[24.0, 49.0, 135.0, -7.0]		Rejected due to clashes.
6200	[-60.0, -32.0, -129.0, 26.0]		Rejected due to clashes.
6201	[-93.0, -70.0, -39.0, 92.0]		Rejected due to clashes.
6202	[0.0, -21.0, 56.0, -60.0]		Rejected due to clashes.
6203	[-86.0, 79.0, 31.0, -149.0]		Rejected due to clashes.
6204	[-6.0, 64.0, -163.0, -140.0]		Rejected due to clashes.
6205	[110.0, 113.0, 88.0, 171.0]	-140.574191318424	Rejected due to high energy.
6206	[-93.0, 41.0, -175.0, -166.0]		Rejected due to clashes.
6207	[116.0, -150.0, -124.0, 98.0]	-140.56313436598	Rejected due to high energy.
6208	[-77.0, -25.0, -111.0, -29.0]		Rejected due to clashes.
6209	[-94.0, -167.0, 70.0, -80.0]		Rejected due to clashes.
6210	[126.0, 29.0, -132.0, -29.0]		Rejected due to clashes.
6211	[92.0, 170.0, 2.0, -33.0]		Rejected due to clashes.
6212	[-35.0, -30.0, -145.0, -123.0]		Rejected due to clashes.
6213	[143.0, 8.0, 27.0, -139.0]	-140.764350619514	Rejected due to high energy.
6214	[-72.0, -131.0, -119.0, 27.0]		Rejected due to clashes.
6215	[-15.0, 113.0, -25.0, 42.0]		Rejected due to clashes.
6216	[176.0, -56.0, 178.0, 104.0]		Rejected due to clashes.
6217	[12.0, 169.0, 155.0, 124.0]		Rejected due to clashes.
6218	[-17.0, -141.0, 21.0, -178.0]		Rejected due to clashes.
6219	[-10.0, -167.0, 10.0, 127.0]		Rejected due to clashes.
6220	[71.0, 68.0, -178.0, -33.0]		Rejected due to clashes.
6221	[133.0, -37.0, -82.0, -168.0]	-140.707385021666	Rejected due to high energy.
6222	[-167.0, 180.0, -152.0, 121.0]		Rejected due to clashes.
6223	[-18.0, 3.0, 124.0, -165.0]		Rejected due to clashes.
6224	[76.0, -40.0, -97.0, -82.0]		Rejected due to clashes.
6225	[68.0, -95.0, -126.0, -121.0]	-140.7501198386	Rejected due to high energy.
6226	[-135.0, -172.0, 18.0, -87.0]		Rejected due to clashes.
6227	[173.0, 11.0, -140.0, -58.0]		Rejected due to clashes.
6228	[128.0, 61.0, 78.0, 146.0]	-140.782242213805	Rejected due to high energy.
6229	[-39.0, 149.0, 88.0, 169.0]		Rejected due to clashes.
6230	[-171.0, -56.0, 69.0, -105.0]	-140.741766079855	Rejected due to high energy.
6231	[-58.0, -177.0, 116.0, -65.0]		Rejected due to clashes.
6232	[159.0, -74.0, -118.0, -66.0]		Rejected due to clashes.
6233	[34.0, -1.0, 71.0, 30.0]		Rejected due to clashes.
6234	[-37.0, 53.0, 101.0, 77.0]		Rejected due to clashes.
6235	[-88.0, 105.0, 158.0, -71.0]		Rejected due to clashes.
6236	[-81.0, -156.0, -54.0, 105.0]		Rejected due to clashes.
6237	[51.0, 123.0, 175.0, -155.0]		Rejected due to clashes.
6238	[-65.0, 90.0, 57.0, -25.0]		Rejected due to clashes.
6239	[-169.0, 58.0, 68.0, 52.0]		Rejected due to clashes.
6240	[36.0, -21.0, -51.0, 151.0]		Rejected due to clashes.
6241	[-40.0, -134.0, -24.0, 147.0]		Rejected due to clashes.
6242	[22.0, 117.0, 140.0, 51.0]		Rejected due to clashes.
6243	[-45.0, -170.0, -55.0, 17.0]		Rejected due to clashes.
6244	[75.0, 166.0, -144.0, 1.0]	-140.539429164807	Rejected due to high energy.
6245	[90.0, -136.0, 177.0, 145.0]		Rejected due to clashes.
6246	[30.0, -19.0, 35.0, 133.0]		Rejected due to clashes.
6247	[-92.0, 123.0, -81.0, -4.0]		Rejected due to clashes.
6248	[138.0, -54.0, 47.0, -71.0]	-140.697118254042	Rejected due to high energy.
6249	[-121.0, 146.0, 32.0, -35.0]		Rejected due to clashes.
6250	[-44.0, -170.0, -129.0, -40.0]		Rejected due to clashes.
6251	[-88.0, -18.0, 80.0, -20.0]		Rejected due to clashes.
6252	[90.0, 12.0, 12.0, 16.0]	-140.524031396731	Rejected due to high energy.
6253	[-2.0, -85.0, 19.0, -4.0]		Rejected due to clashes.
6254	[114.0, -75.0, 71.0, 108.0]	-140.784153653081
6255	[-78.0, -45.0, -165.0, 104.0]		Rejected due to clashes.
6256	[160.0, -173.0, -18.0, 75.0]	-140.677241605197	Rejected due to high energy.
6257	[42.0, 93.0, -91.0, 49.0]	-140.676515980148	Rejected due to high energy.
6258	[165.0, -25.0, -66.0, -63.0]	-140.740905482495	Rejected due to high energy.
6259	[-139.0, 24.0, 137.0, -107.0]		Rejected due to clashes.
6260	[-8.0, 162.0, 14.0, 22.0]		Rejected due to clashes.
6261	[20.0, 140.0, 59.0, -174.0]		Rejected due to clashes.
6262	[19.0, -123.0, 57.0, 133.0]		Rejected due to clashes.
6263	[-56.0, 162.0, -162.0, 44.0]		Rejected due to clashes.
6264	[132.0, -6.0, 90.0, -101.0]	-140.704130600372	Rejected due to high energy.
6265	[92.0, -105.0, 19.0, -81.0]	-140.542999393586	Rejected due to high energy.
6266	[1.0, -2.0, 141.0, -30.0]		Rejected due to clashes.
6267	[-25.0, 165.0, 152.0, -62.0]		Rejected due to clashes.
6268	[-108.0, 166.0, -99.0, 37.0]		Rejected due to clashes.
6269	[107.0, 129.0, 35.0, 126.0]	-140.62605475982	Rejected due to high energy.
6270	[-171.0, -14.0, -84.0, -29.0]		Rejected due to clashes.
6271	[132.0, -157.0, -74.0, -13.0]	-140.73571733888	Rejected due to high energy.
6272	[-12.0, 169.0, 26.0, 45.0]		Rejected due to clashes.
6273	[-147.0, -135.0, -78.0, -113.0]		Rejected due to clashes.
6274	[88.0, 153.0, 128.0, -53.0]		Rejected due to clashes.
6275	[170.0, 72.0, -110.0, 113.0]		Rejected due to clashes.
6276	[-173.0, 164.0, -119.0, -9.0]		Rejected due to clashes.
6277	[7.0, -95.0, -111.0, 2.0]		Rejected due to clashes.
6278	[134.0, 57.0, 150.0, 70.0]		Rejected due to clashes.
6279	[-170.0, -108.0, 103.0, 47.0]	-140.550662280378	Rejected due to high energy.
6280	[74.0, -90.0, 174.0, -167.0]		Rejected due to clashes.
6281	[153.0, 134.0, -119.0, -180.0]		Rejected due to clashes.
6282	[153.0, 158.0, 3.0, 170.0]		Rejected due to clashes.
6283	[18.0, 47.0, -96.0, 157.0]		Rejected due to clashes.
6284	[139.0, -91.0, 99.0, 126.0]	-140.750311292776	Rejected due to high energy.
6285	[-168.0, -117.0, 2.0, -151.0]	-140.592822193093	Rejected due to high energy.
6286	[-144.0, 96.0, -41.0, -40.0]		Rejected due to clashes.
6287	[172.0, 176.0, -74.0, -150.0]		Rejected due to clashes.
6288	[97.0, -94.0, -149.0, -81.0]		Rejected due to clashes.
6289	[-87.0, 115.0, -34.0, -169.0]		Rejected due to clashes.
6290	[57.0, -48.0, 159.0, -42.0]		Rejected due to clashes.
6291	[155.0, -50.0, -161.0, -3.0]		Rejected due to clashes.
6292	[-173.0, -118.0, -26.0, 52.0]		Rejected due to clashes.
6293	[23.0, -50.0, 137.0, -145.0]		Rejected due to clashes.
6294	[-86.0, 144.0, -154.0, -70.0]		Rejected due to clashes.
6295	[61.0, 70.0, -97.0, 94.0]	-140.758910651373	Rejected due to high energy.
6296	[-2.0, -164.0, -57.0, 144.0]		Rejected due to clashes.
6297	[32.0, 68.0, 177.0, 103.0]		Rejected due to clashes.
6298	[-29.0, 129.0, -159.0, -8.0]		Rejected due to clashes.
6299	[87.0, -17.0, -120.0, 80.0]	-140.681800647357	Rejected due to high energy.
6300	[-109.0, 120.0, 3.0, -117.0]		Rejected due to clashes.
6301	[-6.0, 174.0, -34.0, 76.0]		Rejected due to clashes.
6302	[-67.0, -119.0, 80.0, -174.0]		Rejected due to clashes.
6303	[-118.0, 76.0, -160.0, -158.0]		Rejected due to clashes.
6304	[140.0, 16.0, -48.0, 51.0]		Rejected due to clashes.
6305	[-12.0, 88.0, -51.0, -116.0]		Rejected due to clashes.
6306	[-53.0, -85.0, 22.0, 80.0]		Rejected due to clashes.
6307	[-175.0, 6.0, 51.0, 42.0]	-140.721405348608	Rejected due to high energy.
6308	[-109.0, -55.0, -91.0, -10.0]		Rejected due to clashes.
6309	[-156.0, 45.0, 89.0, 116.0]		Rejected due to clashes.
6310	[12.0, 82.0, 27.0, 28.0]		Rejected due to clashes.
6311	[113.0, -90.0, 32.0, 164.0]	-140.69474499742	Rejected due to high energy.
6312	[-13.0, -70.0, -138.0, 124.0]		Rejected due to clashes.
6313	[150.0, 145.0, 21.0, 179.0]	-140.661030363577	Rejected due to high energy.
6314	[-171.0, 21.0, 160.0, 123.0]		Rejected due to clashes.
6315	[-133.0, -21.0, -72.0, -50.0]		Rejected due to clashes.
6316	[-102.0, 50.0, -27.0, 90.0]		Rejected due to clashes.
6317	[-113.0, 141.0, 48.0, 158.0]		Rejected due to clashes.
6318	[23.0, 57.0, -49.0, -8.0]		Rejected due to clashes.
6319	[97.0, -81.0, -116.0, 13.0]	-140.726997386357	Rejected due to high energy.
6320	[58.0, -41.0, -172.0, 17.0]		Rejected due to clashes.
6321	[-149.0, -27.0, 30.0, 33.0]	-140.75498345189	Rejected due to high energy.
6322	[142.0, -179.0, -143.0, 176.0]	-140.564250352636	Rejected due to high energy.
6323	[-15.0, 35.0, -146.0, 9.0]		Rejected due to clashes.
6324	[-165.0, -36.0, 33.0, 31.0]	-140.772842735633	Rejected due to high energy.
6325	[-133.0, -29.0, -128.0, 56.0]		Rejected due to clashes.
6326	[179.0, -7.0, 68.0, -164.0]	-140.708985509227	Rejected due to high energy.
6327	[124.0, -137.0, -144.0, 150.0]		Rejected due to clashes.
6328	[138.0, 45.0, -30.0, 103.0]	-140.707754227569	Rejected due to high energy.
6329	[-126.0, -5.0, -73.0, -128.0]		Rejected due to clashes.
6330	[-9.0, -109.0, 39.0, 140.0]		Rejected due to clashes.
6331	[-12.0, -8.0, -15.0, 51.0]		Rejected due to clashes.
6332	[-60.0, -35.0, 86.0, 42.0]		Rejected due to clashes.
6333	[39.0, -76.0, 135.0, -50.0]		Rejected due to clashes.
6334	[-151.0, -163.0, 51.0, -92.0]		Rejected due to clashes.
6335	[99.0, 91.0, -75.0, 57.0]	-140.670547337046	Rejected due to high energy.
6336	[-122.0, -107.0, 41.0, 51.0]		Rejected due to clashes.
6337	[-149.0, -127.0, 1.0, 102.0]		Rejected due to clashes.
6338	[-156.0, 123.0, 117.0, -150.0]	-140.370594535216	Rejected due to high energy.
6339	[-148.0, -134.0, 149.0, -172.0]		Rejected due to clashes.
6340	[-144.0, -16.0, -6.0, 39.0]	-140.5770208068	Rejected due to high energy.
6341	[6.0, 90.0, -130.0, -88.0]		Rejected due to clashes.
6342	[-104.0, 90.0, -46.0, -100.0]		Rejected due to clashes.
6343	[-1.0, 146.0, -108.0, 27.0]		Rejected due to clashes.
6344	[152.0, 137.0, 87.0, -20.0]	-140.639546137509	Rejected due to high energy.
6345	[50.0, -29.0, 116.0, -126.0]		Rejected due to clashes.
6346	[1.0, -87.0, 53.0, -2.0]		Rejected due to clashes.
6347	[-47.0, 23.0, -47.0, -27.0]		Rejected due to clashes.
6348	[41.0, -77.0, 36.0, 152.0]		Rejected due to clashes.
6349	[96.0, 100.0, -105.0, 157.0]	-140.742588622236	Rejected due to high energy.
6350	[94.0, 14.0, 180.0, 145.0]		Rejected due to clashes.
6351	[55.0, 35.0, -161.0, -164.0]		Rejected due to clashes.
6352	[-26.0, 125.0, 149.0, -140.0]		Rejected due to clashes.
6353	[89.0, -18.0, -176.0, -140.0]		Rejected due to clashes.
6354	[137.0, -175.0, 73.0, -153.0]		Rejected due to clashes.
6355	[-70.0, -3.0, 82.0, -160.0]		Rejected due to clashes.
6356	[-59.0, -177.0, -122.0, -72.0]		Rejected due to clashes.
6357	[103.0, 176.0, -94.0, -134.0]	-140.730731473213	Rejected due to high energy.
6358	[-23.0, 26.0, 88.0, 19.0]		Rejected due to clashes.
6359	[47.0, 95.0, -61.0, 94.0]	-140.630818442782	Rejected due to high energy.
6360	[-166.0, 67.0, 51.0, -29.0]	-140.730628522857	Rejected due to high energy.
6361	[180.0, 143.0, -1.0, 56.0]	-140.737107953084	Rejected due to high energy.
6362	[-113.0, 80.0, 87.0, 21.0]		Rejected due to clashes.
6363	[-176.0, 72.0, 46.0, 47.0]	-140.737400596347	Rejected due to high energy.
6364	[11.0, -91.0, -26.0, -125.0]		Rejected due to clashes.
6365	[134.0, 104.0, 19.0, -25.0]		Rejected due to clashes.
6366	[-90.0, -94.0, 179.0, -169.0]		Rejected due to clashes.
6367	[-57.0, 104.0, 60.0, -170.0]		Rejected due to clashes.
6368	[-146.0, -77.0, 36.0, -72.0]		Rejected due to clashes.
6369	[-9.0, 149.0, 50.0, 133.0]		Rejected due to clashes.
6370	[25.0, 91.0, -12.0, 119.0]		Rejected due to clashes.
6371	[141.0, 66.0, 147.0, -152.0]		Rejected due to clashes.
6372	[-53.0, -43.0, 52.0, -161.0]		Rejected due to clashes.
6373	[119.0, -119.0, -147.0, -49.0]		Rejected due to clashes.
6374	[-94.0, 67.0, -87.0, -7.0]		Rejected due to clashes.
6375	[20.0, 118.0, -29.0, -152.0]		Rejected due to clashes.
6376	[68.0, -137.0, -13.0, -171.0]		Rejected due to clashes.
6377	[12.0, 148.0, -41.0, -3.0]		Rejected due to clashes.
6378	[-63.0, 74.0, 3.0, 169.0]		Rejected due to clashes.
6379	[3.0, -116.0, 49.0, 95.0]		Rejected due to clashes.
6380	[124.0, -95.0, -19.0, -84.0]	-140.676895240896	Rejected due to high energy.
6381	[133.0, -51.0, 171.0, -94.0]		Rejected due to clashes.
6382	[123.0, -96.0, 68.0, 160.0]	-140.783029066367	Rejected due to high energy.
6383	[71.0, -15.0, 7.0, 46.0]	-140.642864778101	Rejected due to high energy.
6384	[-166.0, 149.0, 65.0, -25.0]	-140.773973709466	Rejected due to high energy.
6385	[-38.0, 39.0, -153.0, 158.0]		Rejected due to clashes.
6386	[-132.0, 165.0, -169.0, 124.0]		Rejected due to clashes.
6387	[-61.0, -27.0, 47.0, -24.0]		Rejected due to clashes.
6388	[-107.0, 62.0, -22.0, -99.0]		Rejected due to clashes.
6389	[-4.0, -18.0, 62.0, -92.0]		Rejected due to clashes.
6390	[-4.0, 135.0, -138.0, 119.0]		Rejected due to clashes.
6391	[126.0, 59.0, 31.0, -77.0]		Rejected due to clashes.
6392	[-164.0, 153.0, -156.0, -173.0]		Rejected due to clashes.
6393	[128.0, -28.0, -80.0, -151.0]	-140.654405020831	Rejected due to high energy.
6394	[-12.0, 29.0, 128.0, 168.0]		Rejected due to clashes.
6395	[131.0, 27.0, 151.0, -90.0]		Rejected due to clashes.
6396	[35.0, 147.0, 59.0, 161.0]		Rejected due to clashes.
6397	[164.0, -133.0, -89.0, 130.0]	-140.651210677022	Rejected due to high energy.
6398	[113.0, 65.0, 67.0, 29.0]		Rejected due to clashes.
6399	[77.0, -134.0, 76.0, 3.0]	-140.63879497305	Rejected due to high energy.
6400	[146.0, 102.0, -19.0, -10.0]		Rejected due to clashes.
6401	[-46.0, 115.0, 86.0, -6.0]		Rejected due to clashes.
6402	[131.0, 70.0, -163.0, -155.0]		Rejected due to clashes.
6403	[-64.0, -38.0, 15.0, 157.0]		Rejected due to clashes.
6404	[152.0, -144.0, -176.0, 0.0]		Rejected due to clashes.
6405	[172.0, -51.0, 76.0, 93.0]	-140.774921458424	Rejected due to high energy.
6406	[-112.0, -177.0, 125.0, -59.0]		Rejected due to clashes.
6407	[-149.0, 160.0, 62.0, 121.0]	-140.743102011557	Rejected due to high energy.
6408	[-74.0, 6.0, 87.0, -142.0]		Rejected due to clashes.
6409	[75.0, -76.0, -117.0, -13.0]	-140.68547678383	Rejected due to high energy.
6410	[-160.0, 110.0, -9.0, -107.0]	-140.678362337038	Rejected due to high energy.
6411	[-162.0, -97.0, -133.0, 62.0]		Rejected due to clashes.
6412	[82.0, 129.0, -78.0, 65.0]		Rejected due to clashes.
6413	[9.0, -131.0, 73.0, -180.0]		Rejected due to clashes.
6414	[107.0, 31.0, 68.0, -6.0]	-140.74839584669	Rejected due to high energy.
6415	[-17.0, -77.0, -145.0, -1.0]		Rejected due to clashes.
6416	[-135.0, 128.0, 130.0, -8.0]		Rejected due to clashes.
6417	[169.0, 22.0, -180.0, -40.0]		Rejected due to clashes.
6418	[90.0, -168.0, -165.0, 148.0]		Rejected due to clashes.
6419	[-152.0, -105.0, -16.0, -113.0]	-140.587785134813	Rejected due to high energy.
6420	[-144.0, -116.0, -54.0, 121.0]	-140.461428139235	Rejected due to high energy.
6421	[176.0, 89.0, 160.0, -20.0]		Rejected due to clashes.
6422	[156.0, -132.0, -122.0, -115.0]		Rejected due to clashes.
6423	[-177.0, -79.0, 79.0, 124.0]	-140.780615220621	Rejected due to high energy.
6424	[160.0, 128.0, -124.0, 92.0]	-140.606291755589	Rejected due to high energy.
6425	[-116.0, -92.0, -76.0, -98.0]		Rejected due to clashes.
6426	[-177.0, 26.0, 27.0, -150.0]	-140.715127159875	Rejected due to high energy.
6427	[-151.0, -2.0, 116.0, -152.0]		Rejected due to clashes.
6428	[158.0, -109.0, 149.0, 25.0]		Rejected due to clashes.
6429	[-103.0, -39.0, -171.0, -164.0]		Rejected due to clashes.
6430	[141.0, 41.0, -103.0, -123.0]		Rejected due to clashes.
6431	[-80.0, -38.0, 84.0, -25.0]		Rejected due to clashes.
6432	[-28.0, -120.0, -49.0, 59.0]		Rejected due to clashes.
6433	[83.0, 0.0, -88.0, 138.0]	-140.708754422231	Rejected due to high energy.
6434	[-57.0, -13.0, 44.0, -139.0]		Rejected due to clashes.
6435	[-107.0, -118.0, -18.0, -17.0]		Rejected due to clashes.
6436	[83.0, 80.0, -143.0, 2.0]	-140.617922891146	Rejected due to high energy.
6437	[146.0, 37.0, 21.0, 23.0]	-140.76542654405	Rejected due to high energy.
6438	[-179.0, 77.0, -24.0, -98.0]	-140.578788495028	Rejected due to high energy.
6439	[-168.0, -139.0, 129.0, 74.0]		Rejected due to clashes.
6440	[99.0, -89.0, 11.0, -127.0]	-140.759936277058	Rejected due to high energy.
6441	[-80.0, -169.0, -11.0, 120.0]		Rejected due to clashes.
6442	[-68.0, 117.0, -150.0, -178.0]		Rejected due to clashes.
6443	[-170.0, 21.0, 92.0, 12.0]		Rejected due to clashes.
6444	[-58.0, 159.0, 12.0, -136.0]		Rejected due to clashes.
6445	[2.0, 63.0, 165.0, 174.0]		Rejected due to clashes.
6446	[103.0, -169.0, -88.0, 122.0]	-140.736574017447	Rejected due to high energy.
6447	[-161.0, -33.0, 37.0, 67.0]	-140.750508464198	Rejected due to high energy.
6448	[-20.0, -102.0, 2.0, 115.0]		Rejected due to clashes.
6449	[107.0, 164.0, 52.0, -144.0]	-140.721085069059	Rejected due to high energy.
6450	[-113.0, 106.0, 69.0, -22.0]		Rejected due to clashes.
6451	[39.0, -141.0, 141.0, 131.0]	-140.557903049615	Rejected due to high energy.
6452	[-102.0, -167.0, 30.0, 119.0]		Rejected due to clashes.
6453	[141.0, -120.0, 46.0, 40.0]	-140.765142404535	Rejected due to high energy.
6454	[68.0, -94.0, 180.0, -163.0]		Rejected due to clashes.
6455	[125.0, -154.0, 13.0, -2.0]		Rejected due to clashes.
6456	[137.0, -60.0, -168.0, 69.0]		Rejected due to clashes.
6457	[95.0, -40.0, -114.0, 43.0]	-140.745708012169	Rejected due to high energy.
6458	[-122.0, -142.0, -103.0, -8.0]		Rejected due to clashes.
6459	[10.0, -99.0, 167.0, 41.0]		Rejected due to clashes.
6460	[-106.0, 167.0, 28.0, -43.0]		Rejected due to clashes.
6461	[-85.0, 117.0, -61.0, -71.0]		Rejected due to clashes.
6462	[-109.0, -32.0, -131.0, -82.0]		Rejected due to clashes.
6463	[-149.0, -136.0, -62.0, 101.0]		Rejected due to clashes.
6464	[-5.0, -158.0, -10.0, 129.0]		Rejected due to clashes.
6465	[83.0, 122.0, -28.0, 78.0]		Rejected due to clashes.
6466	[-166.0, 135.0, -174.0, -93.0]		Rejected due to clashes.
6467	[155.0, 141.0, 102.0, 28.0]	-140.34327893721	Rejected due to high energy.
6468	[-79.0, 178.0, -2.0, 31.0]		Rejected due to clashes.
6469	[-126.0, -140.0, -37.0, 180.0]		Rejected due to clashes.
6470	[178.0, -154.0, 80.0, -125.0]	-140.602622745032	Rejected due to high energy.
6471	[118.0, 37.0, -33.0, 137.0]	-140.70192921915	Rejected due to high energy.
6472	[-102.0, 84.0, 139.0, 76.0]		Rejected due to clashes.
6473	[73.0, -67.0, 142.0, -36.0]		Rejected due to clashes.
6474	[-26.0, 82.0, -14.0, -83.0]		Rejected due to clashes.
6475	[-54.0, -63.0, -23.0, 167.0]		Rejected due to clashes.
6476	[39.0, -102.0, -144.0, 56.0]		Rejected due to clashes.
6477	[68.0, -178.0, 65.0, 79.0]	-140.721967256717	Rejected due to high energy.
6478	[156.0, 179.0, 94.0, 172.0]		Rejected due to clashes.
6479	[167.0, -170.0, 87.0, 101.0]	-140.76872810089	Rejected due to high energy.
6480	[-54.0, -15.0, -87.0, -73.0]		Rejected due to clashes.
6481	[165.0, 104.0, -72.0, -85.0]		Rejected due to clashes.
6482	[33.0, -36.0, -98.0, -90.0]		Rejected due to clashes.
6483	[-84.0, 175.0, 44.0, -35.0]		Rejected due to clashes.
6484	[39.0, -85.0, 126.0, -136.0]		Rejected due to clashes.
6485	[42.0, 35.0, -177.0, -48.0]		Rejected due to clashes.
6486	[161.0, -99.0, -84.0, 142.0]		Rejected due to clashes.
6487	[-54.0, 18.0, 46.0, 178.0]		Rejected due to clashes.
6488	[140.0, -71.0, 133.0, -45.0]	-140.549588269834	Rejected due to high energy.
6489	[107.0, 149.0, -89.0, 139.0]	-140.754368915074	Rejected due to high energy.
6490	[-149.0, -64.0, -131.0, 47.0]		Rejected due to clashes.
6491	[-140.0, -164.0, 131.0, 103.0]		Rejected due to clashes.
6492	[68.0, 31.0, -77.0, 15.0]	-140.750098073087	Rejected due to high energy.
6493	[79.0, -53.0, -105.0, -140.0]		Rejected due to clashes.
6494	[-1.0, 149.0, -172.0, 19.0]		Rejected due to clashes.
6495	[0.0, -137.0, -135.0, -166.0]		Rejected due to clashes.
6496	[58.0, -17.0, 48.0, 70.0]		Rejected due to clashes.
6497	[-152.0, 31.0, 38.0, -50.0]		Rejected due to clashes.
6498	[-27.0, -76.0, -62.0, 20.0]		Rejected due to clashes.
6499	[57.0, -63.0, -78.0, 148.0]	-140.555317279199	Rejected due to high energy.
6500	[-134.0, -122.0, 175.0, 164.0]		Rejected due to clashes.
6501	[173.0, 115.0, -79.0, -80.0]	-140.590845380646	Rejected due to high energy.
6502	[-2.0, -157.0, 108.0, -161.0]		Rejected due to clashes.
6503	[-86.0, 15.0, -64.0, 95.0]		Rejected due to clashes.
6504	[140.0, 22.0, 120.0, -105.0]	-140.351045596963	Rejected due to high energy.
6505	[-98.0, 98.0, 92.0, -129.0]		Rejected due to clashes.
6506	[69.0, 173.0, 2.0, -49.0]		Rejected due to clashes.
6507	[166.0, -102.0, 90.0, 21.0]		Rejected due to clashes.
6508	[168.0, 141.0, 176.0, 159.0]		Rejected due to clashes.
6509	[-143.0, 94.0, -105.0, 146.0]		Rejected due to clashes.
6510	[155.0, -126.0, 145.0, 64.0]		Rejected due to clashes.
6511	[-22.0, -57.0, -106.0, 8.0]		Rejected due to clashes.
6512	[84.0, -69.0, -84.0, -95.0]		Rejected due to clashes.
6513	[174.0, 72.0, -162.0, 128.0]		Rejected due to clashes.
6514	[149.0, 128.0, 125.0, -95.0]		Rejected due to clashes.
6515	[-159.0, 146.0, 61.0, -79.0]	-140.76120329342	Rejected due to high energy.
6516	[3.0, 169.0, 111.0, -132.0]		Rejected due to clashes.
6517	[-5.0, 50.0, 41.0, 8.0]		Rejected due to clashes.
6518	[-18.0, 174.0, -146.0, 39.0]		Rejected due to clashes.
6519	[-36.0, 78.0, -47.0, -53.0]		Rejected due to clashes.
6520	[70.0, -42.0, 4.0, -76.0]		Rejected due to clashes.
6521	[-173.0, -152.0, 41.0, -90.0]		Rejected due to clashes.
6522	[-94.0, 80.0, -91.0, -68.0]		Rejected due to clashes.
6523	[85.0, -108.0, 128.0, 103.0]	-140.57329754133	Rejected due to high energy.
6524	[-52.0, 177.0, 77.0, 79.0]		Rejected due to clashes.
6525	[3.0, -176.0, -126.0, -142.0]		Rejected due to clashes.
6526	[123.0, 156.0, -165.0, 69.0]		Rejected due to clashes.
6527	[11.0, 22.0, -109.0, -100.0]		Rejected due to clashes.
6528	[-103.0, 105.0, -43.0, 115.0]		Rejected due to clashes.
6529	[135.0, 7.0, 80.0, 44.0]		Rejected due to clashes.
6530	[18.0, 73.0, 58.0, 171.0]		Rejected due to clashes.
6531	[-26.0, 163.0, 165.0, 16.0]		Rejected due to clashes.
6532	[-20.0, -36.0, 2.0, 25.0]		Rejected due to clashes.
6533	[-126.0, -79.0, -149.0, 48.0]		Rejected due to clashes.
6534	[168.0, 125.0, 110.0, -71.0]	-140.717513333925	Rejected due to high energy.
6535	[43.0, -15.0, -15.0, 9.0]		Rejected due to clashes.
6536	[-99.0, -52.0, 14.0, -20.0]		Rejected due to clashes.
6537	[158.0, -122.0, -99.0, 94.0]	-140.692323810454	Rejected due to high energy.
6538	[-59.0, 34.0, 121.0, -165.0]		Rejected due to clashes.
6539	[46.0, -3.0, -72.0, -81.0]		Rejected due to clashes.
6540	[14.0, 168.0, 146.0, 175.0]		Rejected due to clashes.
6541	[-71.0, 86.0, -4.0, -17.0]		Rejected due to clashes.
6542	[129.0, -73.0, 155.0, 2.0]		Rejected due to clashes.
6543	[-2.0, 9.0, 70.0, -18.0]		Rejected due to clashes.
6544	[104.0, -166.0, 80.0, -133.0]		Rejected due to clashes.
6545	[-33.0, 148.0, -153.0, -135.0]		Rejected due to clashes.
